"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/452f3b03-1467-4cbf-a517-87313b505b52-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","551","NetherRealm","13212285","1155","32795","11438","304762","5898","233511","true","false","English","NetherRealm"
"https://static-cdn.jtvnw.net/jtv_user_pictures/mathil1-profile_image-39376f797063a87b-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","552","Mathil1","8569185","11340","1579","755","304429","1955","56745","true","false","English","Mathil1"
"https://static-cdn.jtvnw.net/jtv_user_pictures/24f1e222-b9d1-413c-bcb9-fd7a0e7af22c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","553","Flair","2467200","7875","1663","312","304019","5041","49600","true","false","English","Flair"
"https://static-cdn.jtvnw.net/jtv_user_pictures/39cb7df3-2493-40fd-b7b3-f9f4450bf0fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","554","Leffen","888465","2115","997","419","302988","1430","7588","true","true","English","Leffen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/39daaaf2-b032-4fcc-a5fb-2c7ec00f2404-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","555","PCH3LK1N","4962510","10950","1781","452","302856","3032","80309","false","false","Russian","PCH3LK1N"
"https://static-cdn.jtvnw.net/jtv_user_pictures/10c866e9-c251-4cba-8356-badc9766ad86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","556","koil","19500","240","152","80","302802","208","149","true","true","English","koil"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7ffa27c6-68eb-44e6-91c1-8f8be4eb241d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","557","Vargskelethor","5263785","3045","3555","1728","302312","3761","53408","true","true","English","Vargskelethor"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8beb64df-b71c-4d8c-99ca-3b1ca4dc33d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","558","Mexify","45","15","3","3","302277","0","0","true","false","German","Mexify"
"https://static-cdn.jtvnw.net/jtv_user_pictures/728b6989-ba75-438a-9b7f-f4073d97a479-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","559","PinkWardlol","2112900","11190","501","188","302032","4412","34816","true","false","English","PinkWardlol"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c22d5e13-21fc-443b-91a9-d98d8c7d33e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","560","EAMaddenNFL","4523640","12390","6481","364","301883","5660","370497","true","false","English","EAMaddenNFL"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ccdeb274-9d91-4033-8196-d2c3eaa631e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","561","ChilledChaos","1336155","855","2270","1562","301847","2472","7736","true","false","English","ChilledChaos"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e67e88e7e95eba6d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","562","Kiwo","1869975","3645","857","512","301813","614","10327","true","true","English","Kiwo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d2326d21-094d-45bf-ac38-5f0701439869-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","563","S7ORMyTv","90","15","6","6","301531","0","0","true","false","Italian","S7ORMyTv"
"https://static-cdn.jtvnw.net/jtv_user_pictures/godazed-profile_image-2bad04aeafa1e0b9-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","564","GODaZeD","21416955","6840","8134","3130","299424","16616","119558","true","false","English","GODaZeD"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ff188331-c73b-4893-aced-ad189265a692-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","565","w0xic","340050","915","769","371","298978","1549","9635","true","true","Turkish","w0xic"
"https://static-cdn.jtvnw.net/jtv_user_pictures/roomonfire-profile_image-4ee96c1bf16c2f37-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","566","RoomOnFire","772575","780","1654","990","298309","24","11655","true","false","English","RoomOnFire"
"https://static-cdn.jtvnw.net/jtv_user_pictures/765f4978b39deed4-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","567","BlackUFA","10872765","1905","9804","5707","298253","7205","145589","true","false","Russian","BlackUFA"
"https://static-cdn.jtvnw.net/jtv_user_pictures/hotted89-profile_image-41e8e977e539fba4-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","568","Hotted89","2981775","5790","2171","514","297900","6288","41397","true","false","English","Hotted89"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ac217bda-4c7a-4862-9084-c3f3fc58ee15-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","569","LOLYOU","11858010","4455","5824","2661","297319","19871","124654","true","false","English","LOLYOU"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8e9f343d-5027-4fe2-a0f8-a30b32c8f5e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","570","Albralelie","330","1305","2","0","297314","1","0","true","false","English","Albralelie"
"https://static-cdn.jtvnw.net/jtv_user_pictures/strippin-profile_image-8d7a8f889f7dc4e1-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","571","Strippin","7904100","2520","22626","3136","297312","5123","63018","true","false","English","Strippin"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1db9d0b5-a35d-4866-8c6a-4aa59a6f7ca4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","572","PimpCSGO","185175","2100","230","87","297155","886","4086","true","false","English","PimpCSGO"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5bcf6003-fa77-4c5f-b8e2-5fb9659a4ba1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","573","Ducksauce","31400370","8445","5767","3717","296949","8038","86799","true","true","English","Ducksauce"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6ab7ea379fc53eb9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","574","CapgunTom","1582560","570","4639","2776","296462","5294","11654","true","false","English","CapgunTom"
"https://static-cdn.jtvnw.net/jtv_user_pictures/criken-profile_image-e0cceab3117a0aab-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","575","Criken","735555","1140","1438","644","296438","1426","6980","true","true","English","Criken"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ice_poseidon-profile_image-0fb1a7ce401d7221-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","576","Ice_Poseidon","15509415","5730","4325","2706","296302","15076","55590","true","true","English","Ice_Poseidon"
"https://static-cdn.jtvnw.net/jtv_user_pictures/22fc463e-09b2-44cb-a503-bbcff6db06eb-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","577","Recrent","105","90","2","1","296059","-1","13","true","false","Russian","Recrent"
"https://static-cdn.jtvnw.net/jtv_user_pictures/mistakelolz-profile_image-20a165d5d9bb0dad-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","578","mistakelolz","10868160","1530","9294","7102","295816","3583","227219","true","false","Chinese","mistakelolz"
"https://static-cdn.jtvnw.net/jtv_user_pictures/454840eb-beea-4c25-87e9-a2d4f39c7b69-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","579","Gunes","3466035","2400","3143","1443","295787","7278","81015","true","false","Turkish","Gunes"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e836b95c-800d-4d59-839b-48538ce41a74-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","580","PhreakStream","1799490","1335","5259","1347","295536","1152","12964","true","false","English","PhreakStream"
"https://static-cdn.jtvnw.net/jtv_user_pictures/johnnyboi_i-profile_image-bf5274e88bcc1d65-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","581","JohnnyBoi_i","66465","10635","48","5","295518","126","455","true","false","English","JohnnyBoi_i"
"https://static-cdn.jtvnw.net/jtv_user_pictures/mrmoonshouse-profile_image-11889a4030523d2d-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","582","MrMoonsHouse","6397125","3150","3378","2030","294987","3408","25264","true","false","English","MrMoonsHouse"
"https://static-cdn.jtvnw.net/jtv_user_pictures/versuta-profile_image-425ce49fede0b8c9-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","583","VeRsuta","40559175","9885","13592","4102","294823","15403","461581","true","false","Russian","VeRsuta"
"https://static-cdn.jtvnw.net/jtv_user_pictures/hbomb94-profile_image-fb6b3fde2f7a2b58-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","584","HBomb94","33060","195","281","169","294523","-2723","335","true","false","English","HBomb94"
"https://static-cdn.jtvnw.net/jtv_user_pictures/bbaf4bd8860dc1a5-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","585","RDCgaming","675","75","14","9","294467","1","0","true","false","English","RDCgaming"
"https://static-cdn.jtvnw.net/jtv_user_pictures/chrismd10-profile_image-2484460d7c8bf68d-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","586","chrismd10","3484305","450","14149","7742","293310","19865","33023","true","false","","chrismd10"
"https://static-cdn.jtvnw.net/jtv_user_pictures/78e7e2bc-082e-40a7-9ea1-f6a2c25c9a95-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","587","AnderZEL","3841545","2070","2927","1855","291474","3797","44155","true","false","English","AnderZEL"
"https://static-cdn.jtvnw.net/jtv_user_pictures/xargon0731-profile_image-4eda4dc86e93e0e0-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","588","殺梗 (xargon0731)","28935675","8325","6454","3475","290915","2987","377158","true","false","Chinese","殺梗 (xargon0731)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/eb20fc01-c56e-4b47-975d-e7648cab2642-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","589","DethridgeCraft","5658675","5700","2423","992","290539","1846","50778","true","false","English","DethridgeCraft"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a9b75706-b0d7-4f21-b0c3-4ab3126e2940-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","590","JackFrags","919725","870","1418","1056","290031","3996","11654","false","false","English","JackFrags"
"https://static-cdn.jtvnw.net/jtv_user_pictures/bf1c2571-eea3-4165-a73b-c37ad6c37a68-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","591","ArQuel","11144700","10845","2604","1027","289967","4636","139632","true","false","Polish","ArQuel"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fcsm_kefir-profile_image-961268592b635c78-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","592","fcsm_kefir","12217875","2880","25288","4241","289921","14424","136624","true","false","Russian","fcsm_kefir"
"https://static-cdn.jtvnw.net/jtv_user_pictures/firebat-profile_image-ba5f20b7d717091d-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","593","Firebat","21236760","5940","12957","3574","289669","6551","134837","true","false","English","Firebat"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9c5e7eca-79f8-4570-a145-0ad29ebe90a6-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","594","GradeAUnderA","445230","795","1679","559","288996","12554","21670","true","false","English","GradeAUnderA"
"https://static-cdn.jtvnw.net/jtv_user_pictures/lyndonfps-profile_image-7a5f1ffb20a9aca0-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","595","LyndonFPS","4280475","14640","834","291","288805","-4188","25531","true","true","English","LyndonFPS"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f1f65a0e-17f0-4ea9-9ba8-d4b7eca16f68-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","596","TeamSp00ky","725475","1770","2169","409","288740","-69","5962","true","false","English","TeamSp00ky"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b5f391f0-edca-4490-bc14-5c80558d6e24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","597","gnumme","38948625","9705","7532","4012","288486","7984","370731","true","false","Russian","gnumme"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3bcc4ef7-461a-4f3c-b212-35cd3fdf7128-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","598","DebitorLP","2394870","870","6262","2752","287398","4578","36281","true","true","German","DebitorLP"
"https://static-cdn.jtvnw.net/jtv_user_pictures/af97b052-6a0e-4c46-b71e-6797d393bfab-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","599","Zander","20189040","6285","12067","3211","287155","26574","125829","true","true","German","Zander"
"https://static-cdn.jtvnw.net/jtv_user_pictures/unboxholics-profile_image-7613c78b44855f23-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","600","Unboxholics","1563390","1050","4255","1488","286267","1104","44595","true","false","English","Unboxholics"